order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,cost_amount
900048,500028,20074,2.0,472.42,276.25,15,944.84,141.73,803.11,552.5
900049,500028,20152,2.0,1133.67,691.09,0,2267.34,0.0,2267.34,1382.18
900050,500028,20224,2.0,6470.02,3499.95,5,12940.04,647.0,12293.04,6999.9
900051,500029,20213,1.0,24406.41,13831.92,15,24406.41,3660.96,20745.45,13831.92
900052,500029,20216,1.0,28204.64,12271.06,5,28204.64,1410.23,26794.41,12271.06
900053,500029,20007,1.0,12616.36,6321.06,15,12616.36,1892.45,10723.91,6321.06
900054,500030,20127,1.0,483.68,170.85,20,483.68,96.74,386.94,170.85
900055,500031,20124,2.0,13395.78,5604.63,10,26791.56,2679.16,24112.4,11209.26
900056,500032,20058,1.0,825.82,425.37,5,825.82,41.29,784.53,425.37
900057,500032,20191,1.0,16000.09,6354.85,0,16000.09,0.0,16000.09,6354.85
900058,500033,20222,1.0,37415.28,22609.43,5,37415.28,1870.76,35544.52,22609.43
900059,500033,20054,1.0,1142.93,410.77,15,1142.93,171.44,971.49,410.77
900060,500034,20061,1.0,1419.98,624.9,15,1419.98,213.0,1206.98,624.9
900061,500034,20084,3.0,1515.77,816.64,10,4547.31,454.73,4092.58,2449.92
900062,500034,20122,2.0,14754.48,8539.23,20,29508.96,5901.79,23607.17,17078.46
900063,500034,20219,1.0,2374.82,1493.38,20,2374.82,474.96,1899.86,1493.38
900064,500035,20122,1.0,14754.48,8539.23,10,14754.48,1475.45,13279.03,8539.23
900065,500035,20197,4.0,2872.53,1123.32,15,11490.12,1723.52,9766.6,4493.28
900066,500035,20152,1.0,1133.67,691.09,10,1133.67,113.37,1020.3,691.09
900067,500036,20096,1.0,1259.28,785.79,25,1259.28,314.82,944.46,785.79
900068,500036,20161,1.0,12104.43,4875.34,5,12104.43,605.22,11499.21,4875.34
900069,500037,20019,2.0,1058.34,495.5,20,2116.68,423.34,1693.34,991.0
900070,500037,20172,1.0,534.01,205.89,10,534.01,53.4,480.61,205.89
900071,500038,20051,1.0,695.77,441.02,15,695.77,104.37,591.4,441.02
900072,500038,20189,1.0,497.27,254.23,20,497.27,99.45,397.82,254.23
900073,500038,20104,2.0,810.35,376.04,0,1620.7,0.0,1620.7,752.08
900074,500038,20077,2.0,2967.86,1248.94,20,5935.72,1187.14,4748.58,2497.88
900075,500038,20057,1.0,1299.09,681.94,0,1299.09,0.0,1299.09,681.94
900076,500039,20210,1.0,39951.74,24370.91,15,39951.74,5992.76,33958.98,24370.91
900077,500039,20094,1.0,1174.21,661.48,25,1174.21,293.55,880.66,661.48
900078,500040,20151,1.0,31724.89,20508.74,25,31724.89,7931.22,23793.67,20508.74
900079,500041,20192,1.0,1251.49,516.17,0,1251.49,0.0,1251.49,516.17
900080,500041,20246,1.0,1642.3,588.68,15,1642.3,246.34,1395.96,588.68
900081,500041,20106,1.0,5100.65,2361.04,0,5100.65,0.0,5100.65,2361.04
900082,500042,20139,1.0,4147.19,1778.79,10,4147.19,414.72,3732.47,1778.79
900083,500042,20143,1.0,10016.19,6270.24,10,10016.19,1001.62,9014.57,6270.24
900084,500043,20204,1.0,1164.22,744.86,15,1164.22,174.63,989.59,744.86
900085,500043,20087,1.0,843.69,494.1,10,843.69,84.37,759.32,494.1
900086,500043,20026,1.0,5768.56,2502.63,10,5768.56,576.86,5191.7,2502.63
900087,500044,20149,1.0,1689.82,893.0,0,1689.82,0.0,1689.82,893.0
900088,500044,20010,1.0,1461.44,861.46,5,1461.44,73.07,1388.37,861.46
900089,500045,20132,1.0,1481.71,958.89,20,1481.71,296.34,1185.37,958.89
900090,500046,20048,2.0,7860.04,3821.49,0,15720.08,0.0,15720.08,7642.98
900091,500046,20035,2.0,1731.82,1113.51,10,3463.64,346.36,3117.28,2227.02
900092,500047,20062,2.0,305.94,136.42,5,611.88,30.59,581.29,272.84
900093,500047,20028,1.0,2140.06,1062.98,15,2140.06,321.01,1819.05,1062.98
900094,500047,20213,1.0,24406.41,13831.92,15,24406.41,3660.96,20745.45,13831.92
900095,500047,20087,1.0,843.69,494.1,0,843.69,0.0,843.69,494.1
900096,500048,20066,1.0,37192.6,14356.0,20,37192.6,7438.52,29754.08,14356.0
900097,500049,20146,2.0,3765.71,2293.07,0,7531.42,0.0,7531.42,4586.14
900098,500050,20033,1.0,1277.1,532.22,25,1277.1,319.27,957.83,532.22
900099,500051,20143,2.0,10016.19,6270.24,25,20032.38,5008.1,15024.28,12540.48
900100,500052,20023,1.0,1420.83,679.29,0,1420.83,0.0,1420.83,679.29
900101,500052,20013,4.0,2355.66,1097.0,25,9422.64,2355.66,7066.98,4388.0
900102,500053,20027,1.0,265.01,170.54,0,265.01,0.0,265.01,170.54
900103,500054,20158,2.0,1755.56,899.9,10,3511.12,351.11,3160.01,1799.8
900104,500054,20165,1.0,3173.03,1708.63,15,3173.03,475.95,2697.08,1708.63
900105,500054,20030,1.0,2172.88,1071.51,0,2172.88,0.0,2172.88,1071.51
900106,500054,20093,2.0,4388.2,2379.34,10,8776.4,877.64,7898.76,4758.68
900107,500054,20211,1.0,507.3,185.45,15,507.3,76.1,431.2,185.45
900108,500055,20048,1.0,7860.04,3821.49,0,7860.04,0.0,7860.04,3821.49
900109,500056,20037,1.0,1734.87,900.11,10,1734.87,173.49,1561.38,900.11
900110,500057,20009,1.0,1160.15,521.78,15,1160.15,174.02,986.13,521.78
900111,500058,20061,2.0,1419.98,624.9,5,2839.96,142.0,2697.96,1249.8
900112,500058,20237,1.0,1862.11,743.36,5,1862.11,93.11,1769.0,743.36
900113,500059,20197,1.0,2872.53,1123.32,0,2872.53,0.0,2872.53,1123.32
900114,500059,20036,1.0,8410.09,4511.4,10,8410.09,841.01,7569.08,4511.4
900115,500059,20232,1.0,338.08,119.67,5,338.08,16.9,321.18,119.67
900116,500060,20136,4.0,8336.97,3996.04,5,33347.88,1667.39,31680.49,15984.16
900117,500060,20234,1.0,616.51,221.5,10,616.51,61.65,554.86,221.5
900118,500061,20134,1.0,4055.28,2160.08,15,4055.28,608.29,3446.99,2160.08
900119,500061,20184,2.0,3782.1,2411.97,15,7564.2,1134.63,6429.57,4823.94
900120,500061,20103,1.0,994.09,508.3,20,994.09,198.82,795.27,508.3
900121,500061,20006,2.0,66361.9,40574.05,5,132723.8,6636.19,126087.61,81148.1
900122,500061,20156,1.0,1052.52,389.44,0,1052.52,0.0,1052.52,389.44
900123,500062,20030,1.0,2172.88,1071.51,15,2172.88,325.93,1846.95,1071.51
900124,500063,20087,3.0,843.69,494.1,15,2531.07,379.66,2151.41,1482.3
900125,500064,20011,1.0,5804.22,2185.11,15,5804.22,870.63,4933.59,2185.11
900126,500064,20031,1.0,4512.81,1851.07,25,4512.81,1128.2,3384.61,1851.07
900127,500064,20052,1.0,762.46,360.49,10,762.46,76.25,686.21,360.49
900128,500064,20075,1.0,3455.22,1702.44,15,3455.22,518.28,2936.94,1702.44
900129,500065,20240,1.0,5892.88,2880.72,5,5892.88,294.64,5598.24,2880.72
900130,500065,20245,2.0,2814.05,1526.29,0,5628.1,0.0,5628.1,3052.58
900131,500066,20098,1.0,3753.6,2182.25,0,3753.6,0.0,3753.6,2182.25
900132,500066,20172,1.0,534.01,205.89,10,534.01,53.4,480.61,205.89
900133,500067,20239,1.0,29037.02,11401.1,10,29037.02,2903.7,26133.32,11401.1
900134,500067,20079,1.0,1977.23,932.71,15,1977.23,296.58,1680.65,932.71
900135,500068,20026,4.0,5768.56,2502.63,5,23074.24,1153.71,21920.53,10010.52
900136,500069,20040,1.0,1405.02,606.34,10,1405.02,140.5,1264.52,606.34
900137,500070,20139,1.0,4147.19,1778.79,15,4147.19,622.08,3525.11,1778.79
900138,500071,20162,2.0,10460.54,5750.64,0,20921.08,0.0,20921.08,11501.28
900139,500072,20006,1.0,66361.9,40574.05,10,66361.9,6636.19,59725.71,40574.05
900140,500073,20091,1.0,2708.48,1134.09,20,2708.48,541.7,2166.78,1134.09
900141,500073,20048,1.0,7860.04,3821.49,5,7860.04,393.0,7467.04,3821.49
900142,500074,20060,1.0,794.08,468.82,0,794.08,0.0,794.08,468.82
900143,500074,20145,3.0,331.46,143.53,10,994.38,99.44,894.94,430.59
900144,500074,20110,1.0,27669.14,13251.38,0,27669.14,0.0,27669.14,13251.38
900145,500075,20222,2.0,37415.28,22609.43,5,74830.56,3741.53,71089.03,45218.86
900146,500075,20068,1.0,608.21,337.91,10,608.21,60.82,547.39,337.91
900147,500075,20144,1.0,26532.18,14440.67,5,26532.18,1326.61,25205.57,14440.67
900148,500075,20077,1.0,2967.86,1248.94,10,2967.86,296.79,2671.07,1248.94
900149,500076,20073,1.0,672.95,403.06,5,672.95,33.65,639.3,403.06
900150,500077,20066,1.0,37192.6,14356.0,0,37192.6,0.0,37192.6,14356.0
900151,500077,20191,2.0,16000.09,6354.85,15,32000.18,4800.03,27200.15,12709.7
900152,500077,20157,1.0,8888.17,4176.33,15,8888.17,1333.23,7554.94,4176.33
900153,500078,20223,2.0,3208.58,1610.64,25,6417.16,1604.29,4812.87,3221.28
900154,500079,20211,1.0,507.3,185.45,5,507.3,25.36,481.94,185.45
900155,500079,20135,3.0,57639.3,26999.4,0,172917.9,0.0,172917.9,80998.2
900156,500080,20141,2.0,3867.99,2487.02,0,7735.98,0.0,7735.98,4974.04
900157,500081,20219,1.0,2374.82,1493.38,0,2374.82,0.0,2374.82,1493.38
900158,500082,20211,1.0,507.3,185.45,25,507.3,126.82,380.48,185.45
900159,500082,20115,1.0,3585.93,1528.09,10,3585.93,358.59,3227.34,1528.09
900160,500082,20163,4.0,70646.87,29586.76,10,282587.48,28258.75,254328.73,118347.04
900161,500083,20106,1.0,5100.65,2361.04,10,5100.65,510.06,4590.59,2361.04
900162,500083,20147,1.0,466.14,257.27,0,466.14,0.0,466.14,257.27
900163,500084,20193,1.0,732.73,354.9,20,732.73,146.55,586.18,354.9
900164,500085,20241,1.0,1014.76,464.94,10,1014.76,101.48,913.28,464.94
900165,500085,20046,1.0,1009.74,517.33,0,1009.74,0.0,1009.74,517.33
900166,500085,20196,1.0,1639.7,687.88,25,1639.7,409.92,1229.78,687.88
900167,500085,20014,1.0,557.2,204.62,25,557.2,139.3,417.9,204.62
900168,500086,20048,1.0,7860.04,3821.49,20,7860.04,1572.01,6288.03,3821.49
900169,500086,20228,1.0,809.37,355.25,25,809.37,202.34,607.03,355.25
900170,500086,20148,1.0,584.73,229.51,20,584.73,116.95,467.78,229.51
900171,500087,20210,1.0,39951.74,24370.91,10,39951.74,3995.17,35956.57,24370.91
900172,500088,20031,1.0,4512.81,1851.07,0,4512.81,0.0,4512.81,1851.07
900173,500089,20140,1.0,3463.21,2168.28,15,3463.21,519.48,2943.73,2168.28
900174,500090,20001,4.0,2034.59,1256.83,5,8138.36,406.92,7731.44,5027.32
900175,500090,20159,1.0,4841.96,1984.26,0,4841.96,0.0,4841.96,1984.26
900176,500091,20106,1.0,5100.65,2361.04,10,5100.65,510.06,4590.59,2361.04
900177,500092,20027,1.0,265.01,170.54,10,265.01,26.5,238.51,170.54
900178,500092,20067,1.0,355.37,156.32,10,355.37,35.54,319.83,156.32
900179,500093,20026,1.0,5768.56,2502.63,0,5768.56,0.0,5768.56,2502.63
900180,500093,20231,1.0,1001.94,443.63,15,1001.94,150.29,851.65,443.63
900181,500093,20109,1.0,9975.97,3938.22,0,9975.97,0.0,9975.97,3938.22
900182,500093,20222,1.0,37415.28,22609.43,15,37415.28,5612.29,31802.99,22609.43
900183,500094,20028,1.0,2140.06,1062.98,10,2140.06,214.01,1926.05,1062.98
900184,500094,20165,1.0,3173.03,1708.63,10,3173.03,317.3,2855.73,1708.63
900185,500094,20164,1.0,11095.53,5298.72,0,11095.53,0.0,11095.53,5298.72
900186,500094,20008,1.0,7931.3,3163.37,0,7931.3,0.0,7931.3,3163.37
900187,500095,20194,4.0,12458.17,7476.18,0,49832.68,0.0,49832.68,29904.72
900188,500095,20028,1.0,2140.06,1062.98,15,2140.06,321.01,1819.05,1062.98
900189,500096,20224,1.0,6470.02,3499.95,15,6470.02,970.5,5499.52,3499.95
900190,500096,20065,1.0,4850.41,1964.56,5,4850.41,242.52,4607.89,1964.56
900191,500096,20163,2.0,70646.87,29586.76,10,141293.74,14129.37,127164.37,59173.52
900192,500097,20163,1.0,70646.87,29586.76,20,70646.87,14129.37,56517.5,29586.76
900193,500098,20233,1.0,37480.36,23462.2,10,37480.36,3748.04,33732.32,23462.2
900194,500098,20137,1.0,3884.29,2001.16,15,3884.29,582.64,3301.65,2001.16
900195,500099,20196,1.0,1639.7,687.88,10,1639.7,163.97,1475.73,687.88
900196,500100,20022,3.0,4318.99,2170.88,15,12956.97,1943.55,11013.42,6512.64
900197,500101,20245,1.0,2814.05,1526.29,5,2814.05,140.7,2673.35,1526.29
900198,500101,20181,1.0,1516.64,752.06,5,1516.64,75.83,1440.81,752.06
900199,500102,20177,1.0,577.46,291.4,0,577.46,0.0,577.46,291.4
900200,500102,20012,1.0,3166.39,1300.02,5,3166.39,158.32,3008.07,1300.02
900201,500102,20058,2.0,825.82,425.37,0,1651.64,0.0,1651.64,850.74
900202,500103,20180,1.0,4768.23,2316.26,10,4768.23,476.82,4291.41,2316.26
900203,500103,20221,3.0,346.01,167.47,10,1038.03,103.8,934.23,502.41
900204,500104,20237,1.0,1862.11,743.36,10,1862.11,186.21,1675.9,743.36
900205,500104,20241,1.0,1014.76,464.94,0,1014.76,0.0,1014.76,464.94
900206,500105,20094,2.0,1174.21,661.48,5,2348.42,117.42,2231.0,1322.96
900207,500106,20025,1.0,789.05,334.17,20,789.05,157.81,631.24,334.17
900208,500106,20208,1.0,1173.49,689.03,5,1173.49,58.67,1114.82,689.03
900209,500106,20131,1.0,4823.66,1816.91,10,4823.66,482.37,4341.29,1816.91
900210,500106,20246,1.0,1642.3,588.68,5,1642.3,82.12,1560.18,588.68
900211,500107,20014,1.0,557.2,204.62,5,557.2,27.86,529.34,204.62
900212,500107,20025,3.0,789.05,334.17,25,2367.15,591.79,1775.36,1002.51
900213,500108,20248,3.0,1003.97,405.22,25,3011.91,752.98,2258.93,1215.66
900214,500108,20024,1.0,5806.29,3085.88,0,5806.29,0.0,5806.29,3085.88
900215,500108,20199,1.0,648.46,325.89,5,648.46,32.42,616.04,325.89
900216,500109,20125,2.0,1356.16,737.87,20,2712.32,542.46,2169.86,1475.74
900217,500109,20034,1.0,6694.49,3791.5,10,6694.49,669.45,6025.04,3791.5
900218,500109,20243,1.0,688.75,402.59,15,688.75,103.31,585.44,402.59
900219,500110,20134,1.0,4055.28,2160.08,10,4055.28,405.53,3649.75,2160.08
900220,500110,20166,1.0,7411.28,3795.83,15,7411.28,1111.69,6299.59,3795.83
900221,500111,20026,1.0,5768.56,2502.63,5,5768.56,288.43,5480.13,2502.63
900222,500111,20057,4.0,1299.09,681.94,10,5196.36,519.64,4676.72,2727.76
900223,500112,20230,1.0,4929.39,1876.99,20,4929.39,985.88,3943.51,1876.99
900224,500113,20080,1.0,3178.09,1633.33,15,3178.09,476.71,2701.38,1633.33
900225,500114,20095,1.0,34386.07,12126.54,20,34386.07,6877.21,27508.86,12126.54
900226,500114,20012,3.0,3166.39,1300.02,0,9499.17,0.0,9499.17,3900.06
900227,500115,20191,2.0,16000.09,6354.85,25,32000.18,8000.04,24000.14,12709.7
900228,500116,20047,2.0,2184.05,873.58,10,4368.1,436.81,3931.29,1747.16
900229,500116,20148,1.0,584.73,229.51,10,584.73,58.47,526.26,229.51
900230,500116,20196,1.0,1639.7,687.88,15,1639.7,245.96,1393.74,687.88
900231,500117,20157,1.0,8888.17,4176.33,10,8888.17,888.82,7999.35,4176.33
900232,500118,20247,1.0,286.47,140.56,25,286.47,71.62,214.85,140.56
900233,500118,20173,1.0,655.41,315.56,10,655.41,65.54,589.87,315.56
900234,500118,20231,1.0,1001.94,443.63,20,1001.94,200.39,801.55,443.63
900235,500118,20114,1.0,6490.61,4074.73,5,6490.61,324.53,6166.08,4074.73
900236,500119,20071,2.0,36137.71,17268.1,10,72275.42,7227.54,65047.88,34536.2
900237,500119,20250,1.0,11658.68,5085.0,10,11658.68,1165.87,10492.81,5085.0
900238,500119,20232,2.0,338.08,119.67,15,676.16,101.42,574.74,239.34
900239,500120,20065,1.0,4850.41,1964.56,0,4850.41,0.0,4850.41,1964.56
900240,500121,20053,1.0,1726.42,1063.45,10,1726.42,172.64,1553.78,1063.45
900241,500122,20216,1.0,28204.64,12271.06,5,28204.64,1410.23,26794.41,12271.06
900242,500123,20056,1.0,2108.57,823.77,0,2108.57,0.0,2108.57,823.77
900243,500124,20057,1.0,1299.09,681.94,15,1299.09,194.86,1104.23,681.94
900244,500125,20033,3.0,1277.1,532.22,5,3831.3,191.56,3639.74,1596.66
900245,500126,20159,1.0,4841.96,1984.26,15,4841.96,726.29,4115.67,1984.26
900246,500126,20178,1.0,9139.42,3920.03,0,9139.42,0.0,9139.42,3920.03
900247,500127,20008,1.0,7931.3,3163.37,10,7931.3,793.13,7138.17,3163.37
900248,500127,20064,1.0,4631.2,2304.97,10,4631.2,463.12,4168.08,2304.97
900249,500128,20177,1.0,577.46,291.4,10,577.46,57.75,519.71,291.4
900250,500128,20119,1.0,6447.76,4051.44,15,6447.76,967.16,5480.6,4051.44
900251,500128,20025,2.0,789.05,334.17,5,1578.1,78.9,1499.2,668.34
900252,500129,20082,1.0,2742.49,1289.44,15,2742.49,411.37,2331.12,1289.44
900253,500129,20216,2.0,28204.64,12271.06,25,56409.28,14102.32,42306.96,24542.12
900254,500129,20031,1.0,4512.81,1851.07,10,4512.81,451.28,4061.53,1851.07
900255,500130,20083,2.0,1586.83,802.65,25,3173.66,793.42,2380.24,1605.3
900256,500131,20047,2.0,2184.05,873.58,10,4368.1,436.81,3931.29,1747.16
900257,500131,20196,1.0,1639.7,687.88,15,1639.7,245.96,1393.74,687.88
900258,500131,20040,1.0,1405.02,606.34,5,1405.02,70.25,1334.77,606.34
900259,500131,20066,1.0,37192.6,14356.0,20,37192.6,7438.52,29754.08,14356.0
900260,500131,20057,1.0,1299.09,681.94,0,1299.09,0.0,1299.09,681.94
900261,500132,20139,1.0,4147.19,1778.79,5,4147.19,207.36,3939.83,1778.79
900262,500132,20087,1.0,843.69,494.1,0,843.69,0.0,843.69,494.1
900263,500133,20045,1.0,360.74,200.18,25,360.74,90.18,270.56,200.18
900264,500133,20127,1.0,483.68,170.85,0,483.68,0.0,483.68,170.85
900265,500134,20137,1.0,3884.29,2001.16,15,3884.29,582.64,3301.65,2001.16
900266,500135,20055,1.0,1146.02,721.9,10,1146.02,114.6,1031.42,721.9
900267,500135,20145,3.0,331.46,143.53,0,994.38,0.0,994.38,430.59
900268,500136,20165,1.0,3173.03,1708.63,15,3173.03,475.95,2697.08,1708.63
900269,500137,20042,4.0,11594.41,5651.46,15,46377.64,6956.65,39420.99,22605.84
900270,500138,20065,2.0,4850.41,1964.56,5,9700.82,485.04,9215.78,3929.12
900271,500139,20014,1.0,557.2,204.62,5,557.2,27.86,529.34,204.62
900272,500140,20051,2.0,695.77,441.02,0,1391.54,0.0,1391.54,882.04
900273,500141,20017,4.0,1109.27,542.21,10,4437.08,443.71,3993.37,2168.84
900274,500141,20224,1.0,6470.02,3499.95,10,6470.02,647.0,5823.02,3499.95
900275,500142,20052,1.0,762.46,360.49,15,762.46,114.37,648.09,360.49
900276,500143,20060,1.0,794.08,468.82,0,794.08,0.0,794.08,468.82
900277,500143,20009,2.0,1160.15,521.78,10,2320.3,232.03,2088.27,1043.56
900278,500143,20076,2.0,5763.89,3459.13,5,11527.78,576.39,10951.39,6918.26
900279,500144,20174,1.0,9489.2,5657.72,5,9489.2,474.46,9014.74,5657.72
900280,500144,20120,2.0,1105.53,706.04,20,2211.06,442.21,1768.85,1412.08
900281,500145,20227,3.0,540.46,225.55,15,1621.38,243.21,1378.17,676.65
900282,500145,20225,1.0,1183.96,611.67,10,1183.96,118.4,1065.56,611.67
900283,500145,20191,1.0,16000.09,6354.85,20,16000.09,3200.02,12800.07,6354.85
900284,500145,20208,1.0,1173.49,689.03,15,1173.49,176.02,997.47,689.03
900285,500145,20110,1.0,27669.14,13251.38,0,27669.14,0.0,27669.14,13251.38
900286,500146,20057,1.0,1299.09,681.94,10,1299.09,129.91,1169.18,681.94
900287,500147,20100,1.0,12907.55,4910.75,5,12907.55,645.38,12262.17,4910.75
900288,500147,20003,3.0,2966.78,1197.73,15,8900.34,1335.05,7565.29,3593.19
900289,500147,20071,3.0,36137.71,17268.1,5,108413.13,5420.66,102992.47,51804.3
900290,500147,20097,1.0,875.47,357.51,10,875.47,87.55,787.92,357.51
900291,500148,20243,2.0,688.75,402.59,15,1377.5,206.62,1170.88,805.18
900292,500149,20094,1.0,1174.21,661.48,10,1174.21,117.42,1056.79,661.48
900293,500150,20031,2.0,4512.81,1851.07,15,9025.62,1353.84,7671.78,3702.14
900294,500151,20052,1.0,762.46,360.49,5,762.46,38.12,724.34,360.49
900295,500151,20157,1.0,8888.17,4176.33,20,8888.17,1777.63,7110.54,4176.33
900296,500151,20140,1.0,3463.21,2168.28,0,3463.21,0.0,3463.21,2168.28
900297,500152,20120,1.0,1105.53,706.04,15,1105.53,165.83,939.7,706.04
900298,500152,20229,2.0,451.9,167.11,15,903.8,135.57,768.23,334.22
900299,500153,20211,1.0,507.3,185.45,0,507.3,0.0,507.3,185.45
900300,500154,20013,1.0,2355.66,1097.0,5,2355.66,117.78,2237.88,1097.0
900301,500155,20199,1.0,648.46,325.89,15,648.46,97.27,551.19,325.89
900302,500155,20191,1.0,16000.09,6354.85,0,16000.09,0.0,16000.09,6354.85
900303,500155,20167,2.0,57110.65,29675.06,0,114221.3,0.0,114221.3,59350.12
900304,500156,20032,4.0,421.54,251.42,10,1686.16,168.62,1517.54,1005.68
900305,500156,20035,1.0,1731.82,1113.51,5,1731.82,86.59,1645.23,1113.51
900306,500156,20213,1.0,24406.41,13831.92,10,24406.41,2440.64,21965.77,13831.92
900307,500157,20200,2.0,667.42,334.31,5,1334.84,66.74,1268.1,668.62
900308,500158,20191,1.0,16000.09,6354.85,15,16000.09,2400.01,13600.08,6354.85
900309,500159,20182,1.0,486.61,314.6,15,486.61,72.99,413.62,314.6
900310,500159,20152,1.0,1133.67,691.09,10,1133.67,113.37,1020.3,691.09
900311,500159,20218,1.0,2852.11,1676.96,10,2852.11,285.21,2566.9,1676.96
900312,500159,20218,4.0,2852.11,1676.96,10,11408.44,1140.84,10267.6,6707.84
900313,500159,20102,1.0,631.51,312.41,0,631.51,0.0,631.51,312.41
900314,500160,20179,1.0,65946.55,30216.01,5,65946.55,3297.33,62649.22,30216.01
900315,500161,20071,1.0,36137.71,17268.1,10,36137.71,3613.77,32523.94,17268.1
900316,500162,20225,1.0,1183.96,611.67,10,1183.96,118.4,1065.56,611.67
900317,500162,20003,1.0,2966.78,1197.73,0,2966.78,0.0,2966.78,1197.73
900318,500162,20149,1.0,1689.82,893.0,0,1689.82,0.0,1689.82,893.0
900319,500162,20031,1.0,4512.81,1851.07,5,4512.81,225.64,4287.17,1851.07
900320,500163,20048,2.0,7860.04,3821.49,5,15720.08,786.0,14934.08,7642.98
900321,500163,20086,1.0,1750.18,990.74,20,1750.18,350.04,1400.14,990.74
900322,500163,20122,4.0,14754.48,8539.23,20,59017.92,11803.58,47214.34,34156.92
900323,500164,20186,1.0,5531.45,2551.92,15,5531.45,829.72,4701.73,2551.92
900324,500165,20065,1.0,4850.41,1964.56,15,4850.41,727.56,4122.85,1964.56
900325,500165,20114,1.0,6490.61,4074.73,25,6490.61,1622.65,4867.96,4074.73
